521029,4,18,Light Pink & Prism (4 Suits),derekcheah,kimbifille,possum,scharkbite
503973,4,0,Dark Omni (6 Suits),bjnh,micerang,newduke,possum
503967,4,24,Muddy Rainbow (5 Suits),bjnh,catula,Fey,possum
503158,6,21,Black (5 Suits),bjnh,Lanvin,MangoPie,possum,ricardodd,VerySloppyTwo
502997,4,20,Black Reversed (5 Suits),duckless,possum,rz,wump
502960,4,0,Black Reversed (5 Suits),duckless,possum,rz,wump
502952,4,0,Black Reversed (5 Suits),duckless,possum,rz,wump
502945,2,23,Black Reversed (5 Suits),duckless,possum
501943,3,25,Muddy Rainbow (5 Suits),knaphill,possum,wump
501881,4,20,Pink (4 Suits),kevincaseytdk1,knaphill,Onen,possum
501792,3,0,Pink & Prism (5 Suits),MarkusKahlsen,possum,swineherd
501789,3,0,Pink & Prism (5 Suits),MarkusKahlsen,possum,swineherd
501705,3,24,No Variant,IsabeltheCat,possum,Quantumplation
501008,5,0,Pink & White (6 Suits),jack67889,Lanvin,MangoPie,Pablo-,possum
500981,3,27,Pink (6 Suits),MangoPie,possum,Spieler42
500941,4,0,Black & Brown (6 Suits),jeff10,MalachiteMoa,possum,Wittvector
500936,4,29,Black & Brown (6 Suits),jeff10,MalachiteMoa,possum,Wittvector
500915,4,0,Black & Brown (6 Suits),jeff10,MalachiteMoa,possum,Wittvector
500903,4,0,Black & Brown (6 Suits),jeff10,MalachiteMoa,possum,Wittvector
500900,5,0,Dark Rainbow (6 Suits),jeff10,Kyle,MalachiteMoa,possum,Wittvector
500891,5,0,Dark Rainbow (6 Suits),jeff10,Kyle,MalachiteMoa,possum,Wittvector
500858,3,0,Black & White (5 Suits),possum,PotatoLatte,wolfpack
500844,4,0,Black & White (5 Suits),Kyle,possum,PotatoLatte,wolfpack
500830,3,25,Dark Prism Reversed (5 Suits),possum,rz,sephiroth
500779,4,27,Dark Omni (6 Suits),knaphill,Lel0uch,possum,Wittvector
500772,4,21,Gray (5 Suits),knaphill,possum,qqqq,robense
500770,4,0,Gray (5 Suits),knaphill,possum,qqqq,robense
499659,2,0,6 Suits,possum,Spieler42
499655,3,0,No Variant,deathmaster,possum,Spieler42
499649,2,29,Black (6 Suits),possum,Spieler42
499647,2,0,Black (6 Suits),possum,Spieler42
498500,3,0,Dark Rainbow (6 Suits),kinkajusrevenge,possum,ricardodd
498493,4,0,Muddy Rainbow (6 Suits),kinkajusrevenge,narabio,possum,ricardodd
498480,4,30,White (6 Suits),possum,PotatoLatte,Spieler42,wolfpack
498450,4,0,White (6 Suits),possum,PotatoLatte,Spieler42,wolfpack
498439,5,22,No Variant,mgce,possum,PotatoLatte,Spieler42,wolfpack
498425,5,0,No Variant,mgce,possum,PotatoLatte,Spieler42,wolfpack
498417,5,0,No Variant,mgce,possum,PotatoLatte,Spieler42,wolfpack
498411,4,28,Dark Rainbow (6 Suits),HelanaAshryvr,orucsoraihc,possum,wolfpack
498403,3,0,Dark Rainbow (6 Suits),orucsoraihc,possum,wolfpack
498393,3,0,Dark Rainbow (6 Suits),orucsoraihc,possum,wolfpack
498390,3,0,Dark Rainbow (6 Suits),orucsoraihc,possum,wolfpack
498375,4,30,Rainbow & Prism (6 Suits),possum,VBVBVBVB,Wittvector,wolfpack
498281,3,25,No Variant,CptAggro,mgce,possum
498268,3,25,No Variant,CptAggro,mgce,possum
498261,4,24,No Variant,CptAggro,mgce,possum,wump
498226,5,28,White & Brown (6 Suits),Arcee,Fey,griff77,louietyj,possum
498145,3,0,Rainbow & Muddy Rainbow (5 Suits),Fey,griff77,possum
497890,3,19,White (4 Suits),kinkajusrevenge,possum,voss
497820,4,0,Pink & Omni (4 Suits),bjnh,kinkajusrevenge,Lel0uch,possum
497386,4,14,Rainbow (3 Suits),Kernel,Nitrate,possum,Zakisan
497363,4,14,Rainbow (3 Suits),Kernel,Nitrate,possum,Zakisan
497341,4,25,Rainbow (5 Suits),Arcee,Damian000,Nitrate,possum
497322,3,0,Rainbow & Prism (5 Suits),Damian000,possum,wolfpack
497312,3,0,Rainbow & Prism (5 Suits),Damian000,possum,wolfpack
497304,5,0,Rainbow & Prism (5 Suits),asaelr,Damian000,nwajfromoz,possum,wolfpack
497292,5,0,Rainbow & Prism (5 Suits),asaelr,Damian000,nwajfromoz,possum,wolfpack
497287,4,25,No Variant,asaelr,ChristopheAF,possum,wolfpack
497061,3,25,No Variant,Bot-Fiora,ksfortson,possum
497024,4,22,Gray (5 Suits),Bot-Fiora,griff77,possum,qqqq
496340,3,0,Omni-Ones & Muddy Rainbow (5 Suits),griff77,possum,wump
496321,3,0,Omni-Ones & Muddy Rainbow (5 Suits),griff77,possum,wump
496314,3,20,Brown-Ones & White (4 Suits),griff77,possum,wump
495905,3,27,Black & White (6 Suits),possum,qqqq,Syrah
494936,5,20,Pink (4 Suits),bjnh,bob65536,possum,rz,Spieler42
494917,3,30,Prism (6 Suits),BananaBum,possum,PotatoLatte
494897,5,0,Prism (6 Suits),BananaBum,Fey,possum,PotatoLatte,Syrah
494888,4,25,White (5 Suits),BananaBum,possum,PotatoLatte,Syrah
494863,3,30,White (6 Suits),BananaBum,possum,qqqq
494846,4,25,White (5 Suits),BananaBum,possum,sin_nofaith,wolfpack
494835,4,0,White (5 Suits),BananaBum,possum,sin_nofaith,wolfpack
494820,5,0,Prism (5 Suits),asaelr,BananaBum,Fey,knaphill,possum
494799,5,25,No Variant,asaelr,BananaBum,Fey,possum,Syrah
494784,3,24,No Variant,possum,wump,Zakisan
494766,3,25,No Variant,BananaBum,mgce,possum
494759,3,24,No Variant,BananaBum,mgce,possum
494024,4,25,Rainbow-Ones & Muddy Rainbow (5 Suits),BananaBum,bjnh,kinkajusrevenge,possum
493999,4,21,Dark Prism Reversed (5 Suits),possum,sephiroth,VerySloppyTwo,Zakisan
493975,5,0,Pink & Prism (5 Suits),MarkusKahlsen,possum,rz,sephiroth,swineherd
493969,4,0,Up or Down & Light Pink (5 Suits),MarkusKahlsen,possum,rz,sephiroth
493855,3,25,Brown & Dark Pink (5 Suits),derekcheah,possum,swineherd
493766,5,0,Black (6 Suits),derekcheah,dobi,kevincaseytdk1,Lel0uch,possum
492374,3,0,Clue Starved & Rainbow (5 Suits),IsabeltheCat,level_23,possum
492337,6,0,Prism (5 Suits),HelanaAshryvr,Lanvin,micerang,possum,rz,Wittvector
492319,6,0,Prism (5 Suits),Lanvin,micerang,Plum,possum,VerySloppyTwo,Wittvector
492310,6,0,Prism (5 Suits),Lanvin,micerang,Plum,possum,VerySloppyTwo,Wittvector
492073,3,25,No Variant,desymo99,Plum,possum
492069,3,0,No Variant,desymo99,Plum,possum
492068,3,25,No Variant,desymo99,Plum,possum
492000,4,0,Gray (5 Suits),CptAggro,griff77,possum,qqqq
491998,4,23,Gray (5 Suits),CptAggro,griff77,possum,qqqq
491992,3,25,White (5 Suits),griff77,IsabeltheCat,possum
491969,4,0,Dark Rainbow (6 Suits),bjnh,dobi,IsabeltheCat,possum
491965,4,0,Dark Rainbow (6 Suits),bjnh,dobi,IsabeltheCat,possum
491960,4,23,Gray (5 Suits),bjnh,HelanaAshryvr,Lel0uch,possum
490699,2,0,Rainbow & Omni (6 Suits),possum,StKildaFan
490690,2,15,Dual-Color (3 Suits),possum,StKildaFan
490679,2,0,Dual-Color (3 Suits),possum,StKildaFan
490669,2,25,Pink & Muddy Rainbow (5 Suits),possum,StKildaFan
490656,2,0,Pink & Muddy Rainbow (5 Suits),possum,StKildaFan
490642,2,0,Pink & Muddy Rainbow (5 Suits),possum,StKildaFan
487319,4,0,Light Pink (5 Suits),Denchulitas,possum,qqqq,swineherd
487317,4,0,Light Pink (5 Suits),Denchulitas,possum,qqqq,swineherd
487315,4,0,Light Pink (5 Suits),Denchulitas,possum,qqqq,swineherd
487311,4,0,Light Pink (5 Suits),Denchulitas,possum,qqqq,swineherd
487265,2,24,Black & Dark Omni (6 Suits),Denchulitas,possum
486399,3,0,Omni (4 Suits),Aluap,possum,qqqq
486386,4,22,No Variant,Aluap,DarthGandalf,Dragonican,possum
486383,2,0,No Variant,Aluap,possum
486382,4,0,White-Fives & Black (6 Suits),indegoo,Lanvin,Pablo-,possum
486381,5,0,Black & Pink (6 Suits),indegoo,Lanvin,melwen,Pablo-,possum
485441,3,0,Dark Prism Reversed (5 Suits),knaphill,possum,Syrah
483460,3,18,Rainbow-Fives & Rainbow (4 Suits),kinkajusrevenge,possum,wump
480798,5,0,Dark Pink (6 Suits),Aluap,kimbifille,Lanvin,possum,scharkbite
480777,5,0,Dark Pink (6 Suits),Aluap,kimbifille,Lanvin,possum,scharkbite
480298,4,0,Dark Brown (6 Suits),ksfortson,Onen,possum,Spieler42
480287,5,0,Brown (3 Suits),bjnh,HelanaAshryvr,kinkajusrevenge,possum,Spieler42
480278,5,0,Brown (3 Suits),bjnh,HelanaAshryvr,kinkajusrevenge,possum,Spieler42
480273,5,0,Brown (3 Suits),bjnh,HelanaAshryvr,kinkajusrevenge,possum,Spieler42
480261,3,25,No Variant,LookAway,possum,Spieler42
480229,3,0,No Variant,LookAway,possum,Spieler42
480220,3,25,No Variant,LookAway,possum,Spieler42
480179,4,0,No Variant,kinkajusrevenge,LookAway,possum,Spieler42
480141,4,24,No Variant,BananaBum,kinkajusrevenge,LookAway,possum
480125,5,0,Rainbow & Brown (6 Suits),hakha3,kinkajusrevenge,Lel0uch,possum,Syrah
480104,4,30,Omni (6 Suits),Aluap,Denchulitas,possum,qqqq
480093,3,20,Rainbow (4 Suits),dobi,possum,wolfpack
480085,2,0,Rainbow (6 Suits),possum,wolfpack
480022,2,30,Dark Omni (6 Suits),Denchulitas,possum
479285,3,0,Gray Reversed (5 Suits),Kyle,newduke,possum
479276,3,0,Gray Reversed (5 Suits),Kyle,newduke,possum
479220,2,0,Pink (6 Suits),IsabeltheCat,possum
479205,2,0,Pink (6 Suits),IsabeltheCat,possum
479198,2,0,Pink (6 Suits),IsabeltheCat,possum
479180,2,0,Pink (6 Suits),IsabeltheCat,possum
479170,2,20,Prism (4 Suits),IsabeltheCat,possum
479152,4,0,Pink & White (6 Suits),ADrone,ChristopheAF,IsabeltheCat,possum
479142,4,0,Pink & White (6 Suits),ADrone,ChristopheAF,IsabeltheCat,possum
479130,3,0,Pink & White (6 Suits),possum,robense,Wittvector
479122,3,0,Pink & White (6 Suits),possum,robense,Wittvector
478916,5,30,Rainbow (6 Suits),cockdestroyer,duckmedic,methmatics,possum,wump
478910,4,29,Rainbow (6 Suits),cockdestroyer,methmatics,possum,wump
478892,6,30,Rainbow & White (6 Suits),cockdestroyer,IsabeltheCat,kinkajusrevenge,pianoblook,possum,wump
478880,3,0,Rainbow & White (6 Suits),IsabeltheCat,kinkajusrevenge,possum
478873,3,0,Rainbow & White (6 Suits),IsabeltheCat,kinkajusrevenge,possum
478864,3,0,Rainbow & White (6 Suits),IsabeltheCat,kinkajusrevenge,possum
478062,3,0,Black & White (6 Suits),Fey,knaphill,possum
478057,3,0,Black & White (6 Suits),Fey,knaphill,possum
478055,3,0,Black & White (6 Suits),Fey,knaphill,possum
478051,3,0,Black & White (6 Suits),Fey,knaphill,possum
478040,3,0,Black & White (6 Suits),Fey,knaphill,possum
478035,3,0,Black & White (6 Suits),Fey,knaphill,possum
478033,3,0,Black & White (6 Suits),Fey,knaphill,possum
478023,3,27,Black & White (6 Suits),Fey,knaphill,possum
478001,4,30,Rainbow (6 Suits),knaphill,possum,sin_faith,wolfpack
477967,3,29,Dark Prism (6 Suits),possum,sin_faith,wolfpack
477944,5,0,Dark Prism (6 Suits),hakha3,Lanvin,possum,sin_faith,wolfpack
477936,3,20,Brown & Prism (4 Suits),Animex52,hakha3,possum
477903,3,23,No Variant,asaelr,mgc,possum
477821,4,30,Dual-Color & Rainbow (6 Suits),corys,pianoblook,possum,xor
477807,5,16,Dual-Color & Rainbow (4 Suits),bjnh,corys,possum,wump,xor
477780,5,0,Brown & Gray Pink (6 Suits),indego,Lel0uch,newduke,possum,wump
477747,3,0,Rainbow (6 Suits),Lel0uch,possum,wump
477547,5,0,No Variant,Art3mis,HelanaAshryvr,Lanvin,possum,timotree
477501,6,0,Prism (5 Suits),antitelharsic,aquarelle,Lanvin,possum,Sucubis,timotree
477470,5,23,No Variant,Arcee,DarthGandalf,LookAway,possum,timotree
477355,5,29,Rainbow (6 Suits),Aluap,Arcee,DarthGandalf,possum,Yeesh
477327,4,0,Rainbow (6 Suits),Aluap,Arcee,possum,Yeesh
476904,2,29,Black & Rainbow (6 Suits),jeff10,possum
476893,2,0,Black & Rainbow (6 Suits),jeff10,possum
476888,2,0,Black & Rainbow (6 Suits),jeff10,possum
476865,3,30,Omni (6 Suits),knaphill,possum,robense
476804,4,21,Gray (5 Suits),Aluap,Denchulitas,possum,sephiroth
476793,4,0,Gray (5 Suits),Aluap,Denchulitas,possum,sephiroth
476779,4,0,Dark Pink (6 Suits),Aluap,Denchulitas,possum,sephiroth
476774,2,27,Dark Pink (6 Suits),Denchulitas,possum
476771,2,0,Dark Pink (6 Suits),Denchulitas,possum
476766,5,0,White & Omni (6 Suits),indego,Lel0uch,possum,sephiroth,VerySloppyTwo
476761,5,0,White & Omni (6 Suits),indego,Lel0uch,possum,sephiroth,VerySloppyTwo
476757,4,30,White & Omni (6 Suits),indego,possum,sephiroth,VerySloppyTwo
476747,4,23,White-Ones & Dark Prism (5 Suits),ksfortson,louietyj,possum,wump
476744,4,21,White-Ones & Dark Prism (5 Suits),ksfortson,louietyj,possum,wump
476738,4,19,Pink (4 Suits),ksfortson,MarcLovesDogs,possum,wump
476733,4,0,Pink (4 Suits),ksfortson,MarcLovesDogs,possum,wump
476728,3,0,Rainbow & Pink (6 Suits),ksfortson,possum,wump
476695,4,30,Brown (6 Suits),corys,griff77,possum,xor
476646,3,24,Deceptive-Ones & Rainbow (5 Suits),griff77,kinkajusrevenge,possum
476587,5,29,Pink (6 Suits),griff77,kinkajusrevenge,ksfortson,otterful,possum
475884,5,24,No Variant,possum,rz,Spieler42,timotree,wortel
475860,4,23,No Variant,DarthGandalf,possum,rz,timotree
475830,5,0,Rainbow (5 Suits),Aluap,DarthGandalf,possum,rz,timotree
475811,3,19,Rainbow (4 Suits),Aluap,possum,timotree
475794,3,0,Rainbow (4 Suits),Aluap,MangoPie,possum
475784,3,0,Brown-Fives & Dark Brown (5 Suits),possum,qqqq,Wittvector
475770,3,23,Brown-Fives & Dark Brown (5 Suits),possum,qqqq,Wittvector
475756,4,15,Brown (3 Suits),hakha3,Lanvin,MangoPie,possum
475747,4,14,Brown (3 Suits),hakha3,Lanvin,MangoPie,possum
475695,4,0,Pink & Prism (6 Suits),Aluap,Krepps57,possum,Wittvector
475683,3,0,Pink & Prism (6 Suits),Aluap,possum,Spieler42
475670,3,0,Pink & Prism (6 Suits),Aluap,possum,Spieler42
475666,3,0,Pink & Prism (6 Suits),Aluap,possum,Spieler42
475640,5,0,Dual-Color (5 Suits),IsabeltheCat,nwajfromoz,possum,qqqq,wortel
475633,5,0,Dual-Color (5 Suits),IsabeltheCat,nwajfromoz,possum,qqqq,wortel
475630,4,0,White (4 Suits),IsabeltheCat,nwajfromoz,possum,qqqq
475625,5,29,Black (6 Suits),IsabeltheCat,nwajfromoz,possum,qqqq,wump
475591,3,0,Pink & Prism (6 Suits),griff77,lolthisnotderk,possum
475534,3,30,Rainbow & Prism (6 Suits),griff77,lolthisnotderk,possum
475485,3,0,Rainbow & Prism (6 Suits),griff77,lolthisnotderk,possum
474865,6,29,Rainbow (6 Suits),dancherp,DarthGandalf,knaphill,ksfortson,nkkarpov,possum
474841,6,0,Rainbow (6 Suits),dancherp,DarthGandalf,knaphill,ksfortson,nkkarpov,possum
474827,4,0,White (6 Suits),DarthGandalf,nkkarpov,possum,qqqq
474819,5,0,Rainbow & Prism (6 Suits),Aluap,DarthGandalf,Denchulitas,possum,qqqq
474815,4,0,Dark Pink (5 Suits),Aluap,Denchulitas,possum,sephiroth
474805,3,22,Dark Pink (5 Suits),Aluap,Denchulitas,possum
474799,3,0,Dark Pink (5 Suits),Aluap,Denchulitas,possum
474794,4,29,Dark Pink (6 Suits),Denchulitas,Lel0uch,MangoPie,possum
474735,3,14,Rainbow (3 Suits),knaphill,possum,Spieler42
474726,3,0,Rainbow (3 Suits),knaphill,possum,Spieler42
474723,3,0,Rainbow (3 Suits),knaphill,possum,Spieler42
474719,3,24,Prism (5 Suits),Fey,knaphill,possum
474657,5,23,No Variant,kevincaseytdk1,possum,RaeF,Wittvector,wortel
474632,3,25,No Variant,kevincaseytdk1,possum,RaeF
474610,3,23,No Variant,kevincaseytdk1,possum,RaeF
473612,5,25,White-Ones & Rainbow (5 Suits),possum,rz,sephiroth,Wittvector,wolfpack
473590,4,25,Pink & Brown (5 Suits),Fey,possum,rz,swineherd
473577,5,24,Pink & Brown (5 Suits),Fey,possum,robense,rz,swineherd
473563,3,0,White & Prism (5 Suits),Fey,jack67889,possum
473522,3,0,Rainbow & Prism (3 Suits),Fey,Lanvin,possum
473518,3,14,Rainbow & Prism (3 Suits),Fey,Lanvin,possum
473511,3,14,Rainbow & Prism (3 Suits),Fey,Lanvin,possum
473508,3,24,Alternating Clues (5 Suits),Fey,possum,qqqq
473423,3,0,Cocoa Rainbow (5 Suits),cockdestroyer,possum,wump
473412,4,25,No Variant,IsabeltheCat,ksfortson,possum,RaeF
473396,4,0,No Variant,IsabeltheCat,ksfortson,possum,RaeF
473300,4,26,Brown (6 Suits),corys,kinkajusrevenge,possum,xor
473159,3,0,Gray Pink (5 Suits),BraydonM,possum,skyblueexo
473131,3,0,Gray Pink (5 Suits),BraydonM,possum,skyblueexo
473112,3,0,Gray Pink (5 Suits),BraydonM,possum,skyblueexo
473096,3,15,White & Prism (3 Suits),BraydonM,possum,skyblueexo
473087,2,0,White & Prism (3 Suits),BraydonM,possum
473076,2,0,White & Prism (3 Suits),BraydonM,possum
473058,2,13,White & Prism (3 Suits),BraydonM,possum
472347,3,0,Up or Down & White (5 Suits),Lanvin,possum,sephiroth
472342,3,20,Pink (4 Suits),Lanvin,possum,VerySloppyTwo
472339,3,25,Rainbow & Brown (5 Suits),hakha3,Lanvin,possum
472335,4,0,Dark Pink (5 Suits),Aluap,Denchulitas,possum,Spieler42
472332,4,0,Dark Pink (5 Suits),Aluap,Denchulitas,possum,Spieler42
472331,4,0,Dark Pink (5 Suits),Aluap,Denchulitas,possum,Spieler42
472327,4,20,Dark Pink (5 Suits),Aluap,Denchulitas,possum,Spieler42
472314,3,0,Dark Pink (6 Suits),Aluap,Denchulitas,possum
472302,3,23,Dark Pink (5 Suits),Denchulitas,possum,skyblueexo
472295,3,0,Dark Pink (5 Suits),Denchulitas,possum,skyblueexo
472288,4,25,No Variant,kevincaseytdk1,ksfortson,MarcLovesDogs,possum
472281,4,0,White & Prism (6 Suits),kevincaseytdk1,ksfortson,possum,wump
472268,4,0,Dark Pink (5 Suits),bjnh,indego,possum,wump
472249,4,0,Dual-Color & White (6 Suits),corys,ksfortson,possum,xor
472239,6,30,Rainbow-Ones & Muddy Rainbow (6 Suits),corys,griff77,ksfortson,MarcLovesDogs,possum,xor
471756,5,22,No Variant,Doge,HariKrishnan,ksbystrom,possum,voss
471630,4,25,No Variant,HariKrishnan,ksbystrom,possum,thejazzagent
471556,3,25,No Variant,HariKrishnan,possum,thejazzagent
471433,5,0,Rainbow & White (5 Suits),CaitlinSmith,ChristopheAF,Lanvin,padi,possum
471251,3,29,Rainbow & Dark Pink (6 Suits),Lel0uch,possum,sephiroth
471249,5,0,Black (5 Suits),Denchulitas,possum,qqqq,sephiroth,VerySloppyTwo
471247,3,0,Pink (5 Suits),Denchulitas,possum,sephiroth
471242,3,0,Pink (5 Suits),Denchulitas,possum,sephiroth
471224,3,25,Reversed (5 Suits),ksfortson,louietyj,possum
471211,3,0,Reversed (5 Suits),ksfortson,louietyj,possum
470940,4,30,White-Ones & Prism (6 Suits),corys,padi,possum,xor
470908,3,24,No Variant,mestrepoke,NumerateClutter,possum
470856,3,23,No Variant,mestrepoke,NumerateClutter,possum
470130,4,25,Pink (5 Suits),Denchulitas,possum,sephiroth,swineherd
470121,5,0,Pink (5 Suits),Denchulitas,Lanvin,possum,sephiroth,swineherd
470120,3,0,Pink & Brown (5 Suits),possum,sephiroth,swineherd
470116,3,0,Pink (4 Suits),Lanvin,possum,VerySloppyTwo
470112,4,0,Omni & Gray Pink (5 Suits),asaelr,Lanvin,possum,VerySloppyTwo
470104,4,0,Omni & Gray Pink (5 Suits),asaelr,Lanvin,possum,VerySloppyTwo
470099,3,0,Omni & Gray Pink (5 Suits),asaelr,Lanvin,possum
470090,3,24,Omni (5 Suits),Lanvin,possum,swineherd
470083,3,15,3 Suits,Denchulitas,possum,qqqq
470080,3,14,3 Suits,Denchulitas,possum,qqqq
470078,3,14,3 Suits,Denchulitas,possum,qqqq
470074,2,0,Prism (3 Suits),Denchulitas,possum
470071,3,0,Pink (6 Suits),Denchulitas,possum,robense
470065,5,0,Black (6 Suits),Denchulitas,possum,qqqq,sephiroth,VerySloppyTwo
470056,5,26,White & Dark Omni (6 Suits),Lel0uch,possum,qqqq,sephiroth,VerySloppyTwo
470052,4,22,White & Dark Omni (5 Suits),Lel0uch,possum,sephiroth,VerySloppyTwo
470045,3,25,No Variant,DarthGandalf,Feer,possum
470041,3,25,No Variant,DarthGandalf,Feer,possum
470037,5,0,Brown (5 Suits),Arcee,Bot-Fiora,griff77,louietyj,possum
469976,4,0,Black (5 Suits),indego,possum,qqqq,rahsosprout
469945,4,0,Black (5 Suits),indego,possum,qqqq,rahsosprout
469918,4,22,Black (5 Suits),indego,possum,qqqq,rahsosprout
469900,4,0,Black (5 Suits),indego,possum,qqqq,rahsosprout
469869,3,25,No Variant,mestrepoke,possum,qqqq
469812,3,0,No Variant,mestrepoke,possum,voss
469794,4,22,No Variant,kinkajusrevenge,mestrepoke,possum,voss
469762,4,25,No Variant,kinkajusrevenge,mestrepoke,possum,voss
469730,3,0,No Variant,dobi,mestrepoke,possum
469109,4,18,Pink (4 Suits),Aluap,bjnh,knaphill,possum
469079,3,25,Pink (5 Suits),Aluap,possum,swineherd
469061,4,0,Pink-Ones & Pink (5 Suits),Aluap,possum,rz,Wittvector
469050,5,25,Rainbow (5 Suits),Aluap,possum,rz,swineherd,wolfpack
469007,4,30,White (6 Suits),hakha3,possum,qqqq,sin_faith
468951,3,0,Up or Down (6 Suits),Aluap,knaphill,possum
468941,4,30,Pink (6 Suits),Denchulitas,knaphill,possum,qqqq
468932,2,25,No Variant,possum,robense
468929,2,0,No Variant,possum,robense
468905,4,30,Rainbow & Pink (6 Suits),Denchulitas,possum,sephiroth,VerySloppyTwo
468889,3,0,White & Dark Omni (5 Suits),dobi,possum,sephiroth
468822,4,0,Rainbow (5 Suits),Arcee,Bot-Fiora,griff77,possum
468794,4,24,Rainbow (5 Suits),Arcee,Bot-Fiora,griff77,possum
468736,4,0,Rainbow (5 Suits),Arcee,Bot-Fiora,griff77,possum
468688,3,25,No Variant,griff77,possum,username5
468645,3,23,No Variant,griff77,possum,username5
468576,2,20,Rainbow & Light Pink (4 Suits),possum,StKildaFan
468538,3,25,Black (5 Suits),DarthGandalf,knaphill,possum
468502,3,0,Black (5 Suits),DarthGandalf,knaphill,possum
468499,3,0,Black (5 Suits),DarthGandalf,knaphill,possum
467998,4,0,Pink (6 Suits),Aluap,DarthGandalf,Daryl,possum
467986,4,0,Pink (6 Suits),Aluap,DarthGandalf,Daryl,possum
467974,3,20,Rainbow & White (4 Suits),Aluap,DarthGandalf,possum
467967,4,24,Prism (5 Suits),Aluap,Daryl,possum,sjdrodge
467958,4,0,Prism (5 Suits),Aluap,Daryl,possum,sjdrodge
467952,3,0,Black (5 Suits),Daryl,knaphill,possum
467949,3,0,Black (5 Suits),Daryl,knaphill,possum
467939,3,22,Black (5 Suits),Daryl,knaphill,possum
467931,3,24,Black (5 Suits),Daryl,knaphill,possum
467922,3,24,Black (5 Suits),Daryl,knaphill,possum
467904,5,30,White (6 Suits),DarthGandalf,Daryl,knaphill,possum,Wittvector
467878,5,27,Black (6 Suits),Daryl,Fey,Lel0uch,possum,Wittvector
467874,3,0,Black & Omni (6 Suits),Lel0uch,possum,Wittvector
467873,3,0,Black & Omni (6 Suits),Lel0uch,possum,Wittvector
467872,4,25,Black (5 Suits),IsabeltheCat,narabio,possum,rahsosprout
467868,4,0,Black (5 Suits),IsabeltheCat,narabio,possum,rahsosprout
467866,4,0,Black (5 Suits),IsabeltheCat,narabio,possum,rahsosprout
467856,3,29,Pink (6 Suits),bjnh,IsabeltheCat,possum
467849,2,25,White (5 Suits),IsabeltheCat,possum
