455228,3,0,White & Prism (5 Suits),eliclax,Fey,MasN
455218,3,0,White & Prism (5 Suits),eliclax,Fey,MasN
455208,3,27,Black & White (6 Suits),Denchulitas,eliclax,MasN
128992,5,0,Pink (4 Suits),Dr_Kakashi,Floriman,IAMJEFF,MasN,sin_faith
128948,5,20,4 Suits,Dr_Kakashi,Floriman,IAMGUESSING,MasN,sin_faith
128926,5,0,4 Suits,Dr_Kakashi,Floriman,IAMGUESSING,MasN,sin_faith
128905,4,0,No Variant,frollo9386,LaFayetteX,MasN,robense
128751,3,0,No Variant,Buds,MasN,Piss
128739,3,0,No Variant,Buds,MasN,Piss
123631,3,26,Black (6 Suits),aladdin3,efaust,MasN
123571,3,0,Black (6 Suits),aladdin3,efaust,MasN
123546,6,0,White (5 Suits),aladdin3,efaust,Libster,MasN,micerang,Tiramisu1th
123532,3,0,White (5 Suits),aladdin3,MasN,micerang
122547,3,22,Up or Down (5 Suits),MasN,padi,XMIL
122498,3,0,Up or Down (5 Suits),MasN,padi,XMIL
122445,4,0,Black (5 Suits),MasN,padi,XMIL,Yuga Suggah
121096,3,21,Up or Down (5 Suits),Kyle,lotem,MasN
121024,5,0,Pink (6 Suits),aladdin3,JDepp,lotem,MasN,micerang
118892,4,0,Black (6 Suits),charmander,MasN,Nils,sin_faith
118883,5,30,Rainbow (6 Suits),charmander,MasN,Nils,piper,sin_faith
117058,5,0,No Variant,DoubleDown11,efaust,Feer,MasN,mathisje
117017,4,23,Black (5 Suits),DoubleDown11,Feer,MasN,mathisje
116921,4,0,Dual-Color Mix,Kyle,MasN,micerang,RaKXeR
115492,4,17,Rainbow (4 Suits),MasN,pianoblook,piper,sin_faith
115471,6,25,No Variant,Animex52,MasN,pianoblook,piper,sin_faith,Zakisan
115437,5,24,Brown (5 Suits),Animex52,MasN,pianoblook,piper,sin_faith
115350,3,0,Brown (5 Suits),MasN,pianoblook,sin_faith
115313,3,0,Brown (5 Suits),MasN,pianoblook,sin_faith
114597,5,28,Rainbow (6 Suits),Floriman,fow,honzas,Kyle,MasN
114372,2,0,Brown (4 Suits),lotem,MasN
114353,4,0,Alternating Clues & Brown (6 Suits),Floriman,lotem,MasN,scharkbite
113097,4,28,Rainbow-Ones & Light Pink (6 Suits),Floriman,MasN,scharkbite,Valetta6789
113034,5,0,Rainbow-Ones & Light Pink (6 Suits),Floriman,Kyle,MasN,scharkbite,Valetta6789
112996,4,29,Pink (6 Suits),Floriman,Kyle,MasN,scharkbite
112944,5,25,Brown (5 Suits),Ahming,Floriman,Kyle,MasN,scharkbite
112927,5,0,Brown (5 Suits),Ahming,Floriman,Kyle,MasN,scharkbite
112914,5,0,Brown (5 Suits),Ahming,Floriman,Kyle,MasN,scharkbite
112100,5,0,Rainbow (6 Suits),Div,lotem,MasN,micerang,Razvogor
112074,5,0,Rainbow (6 Suits),Div,lotem,MasN,micerang,Razvogor
112062,5,0,Rainbow (6 Suits),Div,lotem,MasN,micerang,Razvogor
112050,6,0,Rainbow (6 Suits),Div,lotem,MasN,micerang,RaKXeR,Razvogor
112027,5,0,Rainbow (6 Suits),lotem,MasN,micerang,RaKXeR,Razvogor
111300,2,20,4 Suits,Fey,MasN
111289,2,20,4 Suits,Fey,MasN
111272,2,20,4 Suits,Fey,MasN
111261,2,20,4 Suits,Fey,MasN
111234,4,0,Rainbow (6 Suits),Fey,JDepp,MasN,TimeHoodie
111199,4,0,Rainbow (6 Suits),joaep2,MasN,TimeHoodie,Yuga Suggah
110873,3,22,Black (5 Suits),Kyle,letical,MasN
110835,6,0,Black (6 Suits),Kyle,letical,Libster,MasN,sin_faith,YacineH
110814,6,0,Black (6 Suits),Kyle,letical,Libster,MasN,sin_faith,YacineH
103784,5,24,No Variant,alphabeta,fow,kodomazer,MasN,sin_faith
103761,6,0,No Variant,alphabeta,andrea,Fundin,kodomazer,MasN,sin_faith
103738,4,0,No Variant,alphabeta,kodomazer,MasN,sin_faith
103701,6,22,No Variant,alphabeta,jumbojerry,kodomazer,MasN,maxnorris13,superbipbip
97340,3,22,No Variant,duckmammal,MasN,Nils
97296,3,0,No Variant,duckmammal,MasN,Nils
97269,3,23,No Variant,duckmammal,MasN,Nils
94163,4,0,Black & White (6 Suits),DoubleDown11,IAMJEFF,MasN,micerang
94140,4,28,Black & White (6 Suits),DoubleDown11,MasN,micerang,scharkbite
94115,5,29,Black & White (6 Suits),DoubleDown11,MasN,micerang,pianoblook,scharkbite
94076,3,28,Black & White (6 Suits),DoubleDown11,MasN,scharkbite
94032,6,30,Rainbow (6 Suits),DoubleDown11,joaep2,MasN,padi,RaKXeR,scharkbite
93985,5,24,No Variant,joaep2,MasN,padi,RaKXeR,scharkbite
93955,3,25,No Variant,joaep2,MasN,scharkbite
93914,5,0,Light Pink (5 Suits),asaelr,IAMJEFF,MasN,padi,scharkbite
93901,5,0,Light Pink (5 Suits),asaelr,IAMJEFF,MasN,padi,scharkbite
92455,4,0,Rainbow (5 Suits),duckmammal,Feer,lailie.ahava,MasN
92443,3,0,Rainbow (5 Suits),duckmammal,lailie.ahava,MasN
92421,3,25,Rainbow (5 Suits),duckmammal,lailie.ahava,MasN
91857,4,25,Brown (5 Suits),MasN,micerang,Razvogor,sckuzzle
91687,6,25,No Variant,asaelr,letical,MasN,Nitrate,padi,Yuga Suggah
91665,6,0,No Variant,asaelr,letical,MasN,Nitrate,padi,Yuga Suggah
91655,5,0,No Variant,asaelr,letical,MasN,Nitrate,padi
91647,4,0,No Variant,asaelr,letical,MasN,padi
91646,4,0,No Variant,asaelr,letical,MasN,padi
91636,5,24,No Variant,asaelr,Kyle,letical,MasN,micerang
91624,6,0,Black & Rainbow (5 Suits),aladdin3,asaelr,Kyle,MasN,micerang,Razvogor
91245,4,30,Brown (6 Suits),Feer,MasN,micerang,scharkbite
91231,4,0,Brown (6 Suits),Feer,MasN,micerang,scharkbite
91224,4,0,Brown (6 Suits),Feer,MasN,micerang,scharkbite
91213,4,0,Brown (6 Suits),Feer,MasN,micerang,scharkbite
91205,4,30,White (6 Suits),DoubleDown11,MasN,scharkbite,Yuga Suggah
91176,4,0,White (6 Suits),DoubleDown11,MasN,scharkbite,Yuga Suggah
91153,4,30,White (6 Suits),DoubleDown11,Kyle,MasN,Yuga Suggah
91131,4,0,White (6 Suits),DoubleDown11,Kyle,MasN,Yuga Suggah
90847,4,25,No Variant,ADrone,Kyle,MasN,micerang
90845,5,0,No Variant,MasN,Nitrate,padi,sckuzzle,yaiir
90841,3,25,No Variant,Elatekur,Kyle,MasN
90340,3,0,Dual-Color (3 Suits),duckmammal,fow,MasN
90337,3,23,Dual-Color (5 Suits),duckmammal,fow,MasN
90327,5,30,Rainbow (6 Suits),DoubleDown11,fow,Kyle,Libster,MasN
90319,4,0,Brown (5 Suits),fow,Kyle,Libster,MasN
90310,3,0,Black & White (5 Suits),Kyle,MasN,padi
90303,2,25,No Variant,Kyle,MasN
89916,4,29,Black (6 Suits),Kyle,MasN,micerang,RaKXeR
89879,4,23,Black & White (5 Suits),aladdin3,DoubleDown11,MasN,RaKXeR
89692,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89691,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89690,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89689,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89688,4,25,No Variant,Libster,MasN,RaKXeR,Valetta6789
89686,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89685,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89684,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89683,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89680,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89679,4,25,No Variant,Libster,MasN,RaKXeR,Valetta6789
89677,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89676,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89675,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89674,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89673,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89672,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89671,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89670,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89669,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89668,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89667,4,25,No Variant,Libster,MasN,RaKXeR,Valetta6789
89666,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89665,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89664,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89663,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89662,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89661,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89659,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89658,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89657,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89656,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89655,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89654,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89653,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89651,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89650,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89648,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89647,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89646,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89645,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89643,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89642,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89641,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89640,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89639,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89638,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89637,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89636,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89635,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89634,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89632,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89631,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89630,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89629,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89628,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89627,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89625,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89623,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89622,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89621,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89620,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89619,4,25,No Variant,Libster,MasN,RaKXeR,Valetta6789
89617,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89616,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89615,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89614,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89612,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89611,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89610,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89609,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89608,4,25,No Variant,Libster,MasN,RaKXeR,Valetta6789
89606,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89605,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89602,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89601,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89600,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89599,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89598,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89597,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89596,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89594,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89593,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89592,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89591,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89590,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89589,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89588,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89587,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89586,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89585,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89584,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89583,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89582,4,25,No Variant,Libster,MasN,RaKXeR,Valetta6789
89581,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89580,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89579,4,25,No Variant,Libster,MasN,RaKXeR,Valetta6789
89578,4,0,No Variant,Libster,MasN,RaKXeR,Valetta6789
89577,5,0,No Variant,Kyle,Libster,MasN,RaKXeR,Valetta6789
89576,5,0,No Variant,Kyle,Libster,MasN,RaKXeR,Valetta6789
89575,5,0,No Variant,Kyle,Libster,MasN,RaKXeR,Valetta6789
89573,4,0,No Variant,Kyle,MasN,RaKXeR,Valetta6789
89572,4,0,No Variant,Kyle,MasN,RaKXeR,Valetta6789
89571,4,0,No Variant,Kyle,MasN,RaKXeR,Valetta6789
89568,4,0,No Variant,Kyle,MasN,RaKXeR,Valetta6789
89567,4,0,No Variant,Kyle,MasN,RaKXeR,Valetta6789
89563,4,0,No Variant,Kyle,MasN,RaKXeR,Valetta6789
89562,4,0,No Variant,Kyle,MasN,RaKXeR,Valetta6789
89561,4,0,No Variant,Kyle,MasN,RaKXeR,Valetta6789
89560,4,0,No Variant,Kyle,MasN,RaKXeR,Valetta6789
89558,3,0,No Variant,Kyle,MasN,RaKXeR
89557,3,0,No Variant,Kyle,MasN,RaKXeR
89556,3,0,No Variant,Kyle,MasN,RaKXeR
89555,3,0,No Variant,Kyle,MasN,RaKXeR
89554,3,0,No Variant,Kyle,MasN,RaKXeR
89553,3,0,No Variant,Kyle,MasN,RaKXeR
89552,3,0,No Variant,Kyle,MasN,RaKXeR
89551,3,0,No Variant,Kyle,MasN,RaKXeR
89486,5,23,Brown (5 Suits),DoubleDown11,Kyle,MasN,micerang,scharkbite
89481,5,24,Brown (5 Suits),DoubleDown11,Kyle,MasN,micerang,scharkbite
89476,5,23,Brown (5 Suits),DoubleDown11,Kyle,MasN,micerang,scharkbite
89466,4,25,Rainbow & White (5 Suits),DoubleDown11,Kyle,MasN,micerang
89455,4,0,Rainbow & White (5 Suits),DoubleDown11,Kyle,MasN,micerang
88367,4,30,Brown (6 Suits),Dr_Kakashi,kodomazer,MasN,micerang
88275,4,0,White (6 Suits),Dr_Kakashi,kodomazer,MasN,micerang
88226,4,26,White (6 Suits),Dr_Kakashi,kodomazer,MasN,micerang
88145,4,30,Black (6 Suits),Dr_Kakashi,kodomazer,MasN,micerang
88079,4,27,Black (6 Suits),Dr_Kakashi,kodomazer,MasN,micerang
87902,4,25,No Variant,charmander,Elatekur,MasN,NoMercy
86743,4,25,No Variant,MasN,nakk,NoMercy,padi
84238,4,29,White (6 Suits),Feer,Kyle,MasN,padi
84237,3,30,Rainbow (6 Suits),Kyle,MasN,padi
84236,3,0,Rainbow (6 Suits),MasN,padi,Shos
84235,3,21,Rainbow (5 Suits),MasN,padi,Shos
83605,4,30,Brown (6 Suits),DoubleDown11,Kyle,MasN,micerang
83603,4,0,Brown (6 Suits),DoubleDown11,Kyle,MasN,micerang
83602,4,27,Brown (6 Suits),DoubleDown11,Kyle,MasN,micerang
83600,4,0,Brown (6 Suits),DoubleDown11,Kyle,MasN,micerang
83595,4,0,Brown (6 Suits),DoubleDown11,Kyle,MasN,micerang
83592,3,0,Gray (5 Suits),Kyle,MasN,micerang
83590,4,25,Rainbow (5 Suits),Kyle,MasN,micerang,padi
82635,4,24,No Variant,Kyle,MasN,NoMercy,padi
82633,4,25,No Variant,Fireheart,MasN,NoMercy,padi
82628,4,25,No Variant,Fireheart,kealariser,MasN,micerang
82622,4,0,No Variant,Fireheart,kealariser,MasN,micerang
82616,5,22,No Variant,aladdin3,Fireheart,kealariser,MasN,micerang
82324,4,25,No Variant,Dr_Kakashi,Kyle,MasN,sankala fan
82314,5,0,No Variant,Dr_Kakashi,kealariser,Kyle,MasN,sankala fan
82302,6,25,No Variant,kealariser,Kyle,Libster,MasN,RaKXeR,sankala fan
82292,5,21,No Variant,DoubleDown11,kealariser,MasN,RaKXeR,sankala fan
82289,4,0,Rainbow (5 Suits),DoubleDown11,kealariser,MasN,sankala fan
82178,3,0,No Variant,kealariser,MasN,micerang
82172,3,25,No Variant,kealariser,MasN,micerang
82161,4,24,No Variant,DoubleDown11,kealariser,MasN,micerang
82149,4,24,No Variant,DoubleDown11,kealariser,MasN,micerang
81454,3,0,Brown (5 Suits),DoubleDown11,MasN,padi
81433,3,0,Brown (5 Suits),DoubleDown11,MasN,padi
81399,3,0,Brown (5 Suits),DoubleDown11,MasN,padi
81355,3,20,Pink (4 Suits),DoubleDown11,MasN,padi
81349,3,25,No Variant,DoubleDown11,MasN,padi
81314,4,30,Rainbow (6 Suits),DoubleDown11,MasN,RaKXeR,Zamiel
81309,3,0,Rainbow (6 Suits),MasN,RaKXeR,Zamiel
80901,3,24,Up or Down (5 Suits),duckmammal,Kyle,MasN
80899,3,22,Up or Down (5 Suits),duckmammal,Kyle,MasN
80897,5,0,No Variant,aladdin3,bill42,duckmammal,Kyle,MasN
80894,3,0,No Variant,bill42,duckmammal,MasN
80892,2,19,4 Suits,duckmammal,MasN
80890,3,0,Gray (5 Suits),duckmammal,hanabornoob,MasN
80889,3,0,Gray (5 Suits),duckmammal,hanabornoob,MasN
80888,3,23,Gray (5 Suits),duckmammal,hanabornoob,MasN
80869,5,30,Rainbow (6 Suits),asaelr,Fireheart,IAMJEFF,MasN,Valetta6789
80607,4,0,No Variant,bill42,DoubleDown11,Jake_Stiles,MasN
80601,3,24,Black (5 Suits),aladdin3,MasN,padi
80592,4,0,White (5 Suits),aladdin3,DoubleDown11,MasN,padi
80585,5,30,Rainbow (6 Suits),Floriman,Kyle,MasN,micerang,RaKXeR
80584,5,0,Rainbow (6 Suits),Floriman,Kyle,MasN,micerang,RaKXeR
80583,5,0,Rainbow (6 Suits),Floriman,Kyle,MasN,micerang,Yuga Suggah
80582,6,0,6 Suits,Floriman,Kyle,MasN,Nitrate,padi,Yuga Suggah
80578,6,0,6 Suits,Floriman,Kyle,MasN,Nitrate,padi,Yuga Suggah
80418,4,0,No Variant,Kyle,Libster,MasN,padi
80416,3,0,No Variant,Libster,MasN,padi
80415,3,23,No Variant,Libster,MasN,padi
80414,2,25,Black & Rainbow (5 Suits),Libster,MasN
80413,2,0,Black & Rainbow (5 Suits),Libster,MasN
80412,2,0,Black & Rainbow (5 Suits),Libster,MasN
80411,2,0,Black & Rainbow (5 Suits),Libster,MasN
80410,2,0,Black & Rainbow (5 Suits),Libster,MasN
80409,2,0,Black & Rainbow (5 Suits),Libster,MasN
80343,5,21,No Variant,DoubleDown11,kd,MasN,pianoblook,scharkbite
80342,5,0,No Variant,DoubleDown11,kd,MasN,pianoblook,scharkbite
80194,4,28,Up or Down (6 Suits),Feer,MasN,micerang,wortel
80192,3,0,Up or Down (6 Suits),MasN,micerang,wortel
80191,3,26,Up or Down (6 Suits),MasN,micerang,wortel
80185,5,27,Ambiguous (6 Suits),DoubleDown11,MasN,micerang,scharkbite,wortel
80183,4,0,Pink (6 Suits),DoubleDown11,MasN,scharkbite,wortel
80180,3,25,Brown (5 Suits),DoubleDown11,MasN,scharkbite
80179,3,30,Brown (6 Suits),DoubleDown11,MasN,scharkbite
80177,3,25,White (5 Suits),DoubleDown11,MasN,scharkbite
80175,5,0,No Variant,DoubleDown11,Libster,MasN,RaKXeR,sankala fan
80174,5,0,Black & Rainbow (5 Suits),Libster,MasN,RaKXeR,sankala fan,Yuga Suggah
79840,4,24,Rainbow & Pink (5 Suits),duckmammal,honzas,MasN,scharkbite
79830,4,0,Rainbow & Pink (5 Suits),duckmammal,honzas,MasN,scharkbite
79829,5,0,Rainbow & Pink (5 Suits),duckmammal,honzas,Kyle,MasN,scharkbite
79826,5,0,Rainbow & Pink (5 Suits),duckmammal,honzas,Kyle,MasN,scharkbite
79601,4,0,Rainbow (6 Suits),aladdin3,asaelr,MasN,Yuga Suggah
79600,4,0,Rainbow (6 Suits),aladdin3,asaelr,MasN,Yuga Suggah
79599,4,0,Rainbow (6 Suits),aladdin3,asaelr,MasN,Yuga Suggah
79598,5,30,White (6 Suits),aladdin3,asaelr,MasN,sjdrodge,Yuga Suggah
79597,5,29,6 Suits,aladdin3,asaelr,Floriman,MasN,Nitrate
79595,4,25,No Variant,asaelr,Floriman,MasN,Nitrate
79074,5,0,Brown (5 Suits),duckmammal,Floriman,hanabornoob,MasN,padi
78187,3,25,Rainbow & Brown (5 Suits),Floriman,MasN,micerang
78185,3,0,Rainbow & Brown (5 Suits),Floriman,MasN,micerang
78183,3,0,Black (6 Suits),Floriman,MasN,RaKXeR
78181,3,0,Black (6 Suits),Floriman,MasN,RaKXeR
78180,3,25,No Variant,Floriman,MasN,RaKXeR
78179,5,0,No Variant,Floriman,honzas,MasN,RaKXeR,Sucubis
78178,4,25,No Variant,honzas,MasN,RaKXeR,Sucubis
78177,3,0,No Variant,honzas,MasN,RaKXeR
78176,3,0,No Variant,honzas,MasN,RaKXeR
78170,3,0,Rainbow & White (5 Suits),duckmammal,MasN,RaKXeR
78168,3,0,Rainbow & White (5 Suits),duckmammal,MasN,RaKXeR
78167,3,0,Rainbow & White (5 Suits),duckmammal,MasN,RaKXeR
78165,3,0,Rainbow & White (5 Suits),duckmammal,MasN,wortel
78164,4,25,White (5 Suits),duckmammal,MasN,padi,wortel
78163,6,25,No Variant,DoubleDown11,duckmammal,Kyle,MasN,Nitrate,NoMercy
78111,2,15,3 Suits,Kyle,MasN
78110,2,0,3 Suits,Kyle,MasN
78109,2,20,Rainbow (4 Suits),Kyle,MasN
78108,2,0,Rainbow (4 Suits),Kyle,MasN
78096,4,25,No Variant,duckmammal,Fey,MasN,RaKXeR
78094,4,0,No Variant,duckmammal,Fey,MasN,RaKXeR
78093,4,0,No Variant,duckmammal,Fey,MasN,RaKXeR
78092,3,25,No Variant,duckmammal,Fey,MasN
78091,3,25,No Variant,duckmammal,Fey,MasN
78090,2,20,4 Suits,Fey,MasN
78089,2,20,4 Suits,Fey,MasN
78005,5,0,Rainbow (6 Suits),duckmammal,honzas,MasN,RaKXeR,Valetta6789
78004,5,0,No Variant,duckmammal,honzas,MasN,RaKXeR,Valetta6789
78003,5,0,No Variant,duckmammal,honzas,MasN,RaKXeR,Valetta6789
78001,4,23,Black & Rainbow (5 Suits),duckmammal,MasN,RaKXeR,Valetta6789
78000,4,0,Black & Rainbow (5 Suits),duckmammal,MasN,RaKXeR,Valetta6789
