538188,2,25,Rainbow-Ones & Black (5 Suits),dobi,Lel0uch
538185,2,0,Rainbow-Ones & Black (5 Suits),dobi,Lel0uch
538181,2,0,Rainbow-Ones & Black (5 Suits),dobi,Lel0uch
538178,2,24,Rainbow-Ones & Black (5 Suits),dobi,Lel0uch
531982,4,0,Extremely Ambiguous (6 Suits),dobi,HelanaAshryvr,Lanvin,padi
531929,4,0,Extremely Ambiguous (6 Suits),dobi,HelanaAshryvr,Lanvin,padi
531910,4,30,White-Ones & Gray (6 Suits),dobi,HelanaAshryvr,Lanvin,padi
531896,4,30,Black Reversed (6 Suits),dobi,HelanaAshryvr,Lanvin,padi
531891,5,0,Up or Down (6 Suits),dobi,HelanaAshryvr,Lanvin,padi,scharkbite
531822,2,25,White & Dark Brown (5 Suits),dobi,Fey
531818,2,0,White & Dark Brown (5 Suits),dobi,Fey
531816,2,0,White & Dark Brown (5 Suits),dobi,Fey
531810,2,22,White & Dark Brown (5 Suits),dobi,Fey
531806,2,21,White & Dark Brown (5 Suits),dobi,Fey
531798,2,20,White & Dark Brown (5 Suits),dobi,Fey
531547,2,25,Cocoa Rainbow (5 Suits),dobi,Fey
531543,2,25,Black & Pink (5 Suits),dobi,Fey
531531,4,25,Up or Down & Pink (5 Suits),dobi,newduke,sin_faith,Wittvector
531518,4,0,Up or Down & Pink (5 Suits),dobi,newduke,sin_faith,Wittvector
531506,3,25,White & Prism (5 Suits),dobi,newduke,xor
531496,4,0,Pink & Muddy Rainbow (5 Suits),corys,dobi,newduke,xor
531484,5,0,Rainbow & Muddy Rainbow (6 Suits),corys,dobi,Lanvin,newduke,xor
531477,5,0,Rainbow & Muddy Rainbow (6 Suits),corys,dobi,Lanvin,newduke,xor
531469,4,24,Gray Pink (5 Suits),dobi,Fey,HelanaAshryvr,newduke
531462,4,0,Gray Pink (5 Suits),dobi,Fey,HelanaAshryvr,newduke
531397,4,0,Gray Pink (5 Suits),dobi,indego,nkkarpov,squirrel1988
531338,3,28,Dual-Color & Dark Rainbow (6 Suits),derekcheah,dobi,scharkbite
531327,3,0,Dual-Color & Dark Rainbow (6 Suits),derekcheah,dobi,scharkbite
531316,3,30,Rainbow & Pink (6 Suits),derekcheah,dobi,scharkbite
531257,4,0,Rainbow & Gray Pink (5 Suits),dobi,MangoPie,rz,wump
531189,4,24,Gray Pink (5 Suits),dobi,MangoPie,rz,wump
530883,5,0,Up or Down (6 Suits),dobi,Fey,HelanaAshryvr,Lanvin,sin_faith
530879,5,0,Up or Down (6 Suits),dobi,Fey,HelanaAshryvr,Lanvin,sin_faith
530871,4,0,Up or Down & Pink (6 Suits),dobi,Fey,HelanaAshryvr,Lanvin
530760,4,24,No Variant,dobi,Fey,Floriman,plop-plop
530746,5,0,Brown (6 Suits),catula,dobi,Fey,Floriman,sephiroth
530742,4,0,Brown (6 Suits),catula,dobi,Fey,Floriman
530738,5,0,Brown (6 Suits),dobi,Fey,indego,melwen,sephiroth
530734,4,0,Brown (6 Suits),dobi,Fey,melwen,sephiroth
529591,3,29,Rainbow & Gray (6 Suits),dobi,Fey,Wittvector
529573,3,0,Rainbow & Gray (6 Suits),dobi,Fey,Wittvector
529567,3,0,Rainbow & Gray (6 Suits),dobi,Fey,Wittvector
529562,3,0,Rainbow & Gray (6 Suits),dobi,Fey,Wittvector
529410,6,0,Pink-Ones & White (6 Suits),dobi,Dr_Kakashi,HelanaAshryvr,indego,kimbifille,melwen
529324,5,27,Rainbow & Dark Omni (6 Suits),dobi,Dr_Kakashi,indego,Lel0uch,melwen
529282,4,0,Light Pink & Dark Omni (6 Suits),dobi,indego,Lel0uch,melwen
528920,4,0,Gray Reversed (6 Suits),dobi,Kyle,Lanvin,Valetta6789
528916,4,29,Gray Reversed (6 Suits),dobi,Kyle,Lanvin,Valetta6789
528864,5,0,Light-Pink-Ones & Omni (6 Suits),ChristopheAF,dobi,indego,MangoPie,newduke
528855,5,0,Light-Pink-Ones & Omni (6 Suits),ChristopheAF,dobi,indego,MangoPie,newduke
528770,5,28,Rainbow & Pink (6 Suits),dobi,Kyle,mystus,PotatoLatte,rz
528541,4,25,Pink & Gray (5 Suits),bjnh,dobi,Fey,Lanvin
528532,4,21,Pink & Gray (5 Suits),bjnh,dobi,Fey,Lanvin
528422,3,22,Black & Muddy Rainbow (5 Suits),colton,dobi,newduke
528389,3,0,Black & Muddy Rainbow (5 Suits),colton,dobi,newduke
528202,3,25,Black & Rainbow (5 Suits),bjnh,dobi,kinkajusrevenge
528128,5,28,Prism & Dark Rainbow (6 Suits),dobi,kimbifille,Kyle,Lanvin,melwen
528004,6,30,Rainbow Reversed (6 Suits),asaelr,bjnh,dobi,HelanaAshryvr,Lanvin,MangoPie
527990,3,0,Rainbow & Dark Omni (5 Suits),asaelr,dobi,HelanaAshryvr
527988,3,0,Rainbow & Dark Omni (5 Suits),asaelr,dobi,HelanaAshryvr
527673,2,22,Rainbow & Gray (5 Suits),dobi,Lanvin
527671,2,0,Rainbow & Gray (5 Suits),dobi,Lanvin
527652,3,25,Up or Down & Brown (5 Suits),bjnh,dobi,xor
527642,2,24,Up or Down & White (5 Suits),bjnh,dobi
527631,2,24,Up or Down & White (5 Suits),bjnh,dobi
527408,5,30,Brown & Light Pink (6 Suits),asaelr,dobi,Lanvin,melwen,wump
527385,5,29,Brown & Light Pink (6 Suits),asaelr,dobi,Lanvin,melwen,wump
527361,3,30,Brown-Ones (6 Suits),dobi,Jake_Stiles,piper
527314,4,21,Pink & Gray (5 Suits),dobi,Lanvin,rahsosprout,robense
527304,3,0,Black & Rainbow (5 Suits),dobi,Lanvin,wump
527169,3,24,Dark Prism Reversed (5 Suits),dobi,Kyle,Valetta6789
527158,3,0,Up or Down & Muddy Rainbow (6 Suits),dobi,Kyle,Valetta6789
527146,3,25,Up or Down & Prism (5 Suits),dobi,Kyle,Valetta6789
527026,3,19,Rainbow Reversed (4 Suits),dobi,Fey,padi
527012,3,27,Gray (6 Suits),dobi,Fey,padi
526992,3,30,Up or Down & Rainbow (6 Suits),dobi,HelanaAshryvr,Lanvin
526988,4,20,Reversed (4 Suits),dobi,HelanaAshryvr,Lanvin,VerySloppyTwo
526984,5,20,Light Pink (4 Suits),dobi,jeff10,Kyle,Lanvin,MarkusKahlsen
526981,5,0,Light Pink (4 Suits),dobi,jeff10,Kyle,Lanvin,MarkusKahlsen
526809,4,22,Rainbow (5 Suits),dobi,griff77,mgce,xor
526735,3,0,Pink & Muddy Rainbow (4 Suits),derekcheah,dobi,Fey
526726,3,0,Pink & Muddy Rainbow (4 Suits),derekcheah,dobi,Fey
526720,3,20,Rainbow & Prism (4 Suits),derekcheah,dobi,Fey
526478,4,0,Dark Rainbow (6 Suits),dobi,otterful,torp,wump
526457,4,27,Dark Rainbow (6 Suits),dobi,otterful,torp,wump
526441,4,0,Dark Rainbow (6 Suits),dobi,otterful,torp,wump
526158,2,0,Black & Light Pink (6 Suits),dobi,StKildaFan
526154,2,0,Black & Light Pink (6 Suits),dobi,StKildaFan
525963,4,30,Pink & Cocoa Rainbow (6 Suits),asaelr,dobi,Lanvin,rz
525867,3,30,Prism (6 Suits),dobi,mgce,rahsosprout
525829,3,25,Rainbow & Gray (5 Suits),dobi,scharkbite,vEnhance
525783,2,18,4 Suits,dobi,mgce
525768,2,0,4 Suits,dobi,mgce
525643,3,30,Dark Brown (6 Suits),dobi,Nitrate,rahsosprout
525627,4,0,Rainbow (3 Suits),dobi,indego,Nitrate,voss
525590,3,23,Pink & Cocoa Rainbow (5 Suits),dobi,HelanaAshryvr,indego
525547,3,0,Pink & Cocoa Rainbow (5 Suits),dobi,HelanaAshryvr,indego
525524,2,19,Black & White (5 Suits),dobi,vEnhance
525500,2,30,Brown (6 Suits),dobi,vEnhance
525177,5,0,Prism (5 Suits),dobi,Fey,jack67889,MangoPie,mystus
525102,3,0,Rainbow & Omni (3 Suits),dobi,kimbifille,Lanvin
525098,3,0,Rainbow & Omni (3 Suits),dobi,kimbifille,Lanvin
525089,3,20,Rainbow & Omni (4 Suits),dobi,kimbifille,Lanvin
524945,5,0,Muddy Rainbow & Prism (6 Suits),corys,dobi,IsabeltheCat,newduke,xor
524922,5,30,Brown & Prism (6 Suits),corys,dobi,IsabeltheCat,newduke,xor
524911,5,0,Brown & Muddy Rainbow (6 Suits),corys,dobi,IsabeltheCat,Lanvin,xor
524901,2,30,Black & White (6 Suits),dobi,Lanvin
524594,4,25,Pink & Prism (5 Suits),DarthGandalf,dobi,kinkajusrevenge,rz
524517,6,25,Deceptive-Ones (5 Suits),bjnh,Bot-Fiora,dobi,kevincaseytdk1,Nitrate,vEnhance
524387,4,21,Rainbow & Dark Brown (5 Suits),antitelharsic,dobi,jack67889,Lanvin
524353,3,23,Black & Rainbow (5 Suits),dobi,jack67889,Lanvin
524337,2,0,Black & White (6 Suits),dobi,Lanvin
524306,4,22,Gray (5 Suits),dobi,indego,MarkusKahlsen,timotree
524220,3,25,Deceptive-Fives & Rainbow (5 Suits),dobi,Fey,timotree
524199,3,30,Dark Rainbow (6 Suits),dobi,griff77,timotree
524143,3,0,Pink & Dark Brown (5 Suits),ChristopheAF,dobi,macanek
524129,3,0,Dark Rainbow (6 Suits),dobi,macanek,StKildaFan
524121,3,28,Dark Rainbow (6 Suits),dobi,macanek,StKildaFan
524102,5,30,Rainbow & Dark Pink (6 Suits),dobi,indego,kimbifille,MangoPie,Wittvector
523965,5,0,Up or Down (6 Suits),crossproduct,derekcheah,dobi,Lel0uch,sjdrodge
523958,5,0,Up or Down (6 Suits),crossproduct,derekcheah,dobi,Lel0uch,sjdrodge
523952,3,24,Black & Muddy Rainbow (5 Suits),crossproduct,dobi,wump
523930,5,26,Black & Rainbow (6 Suits),Amy2,crossproduct,dobi,duckmedic,wump
523883,3,20,White & Prism (4 Suits),aquarelle,dobi,HelanaAshryvr
523872,3,18,White & Prism (4 Suits),aquarelle,dobi,HelanaAshryvr
523845,4,0,Prism (6 Suits),bjnh,crossproduct,dobi,voss
523838,4,0,Prism (6 Suits),bjnh,crossproduct,dobi,voss
523826,3,25,Black & Light Pink (5 Suits),dobi,Lel0uch,wump
523765,4,0,White & Dark Rainbow (6 Suits),boba,dobi,HelanaAshryvr,Lel0uch
523589,3,25,No Variant,dobi,sjdrodge,wump
523055,2,0,Brown (6 Suits),dobi,Fey
523052,2,0,Brown (6 Suits),dobi,Fey
523050,2,0,Brown (6 Suits),dobi,Fey
523046,5,30,Brown (6 Suits),dobi,indego,Lanvin,ricardodd,rz
522922,5,23,Pink & Prism (5 Suits),dobi,IsabeltheCat,kopen,micerang,newduke
522907,5,0,Pink & Prism (5 Suits),dobi,IsabeltheCat,kopen,micerang,newduke
522884,5,0,Pink & Prism (5 Suits),dobi,IsabeltheCat,kopen,micerang,newduke
522762,5,29,Brown-Ones & Prism (6 Suits),dobi,Lanvin,melwen,Nitrate,ricardodd
522726,5,0,Brown-Ones & Prism (6 Suits),dobi,Lanvin,melwen,Nitrate,ricardodd
522694,5,28,Brown-Ones & Prism (6 Suits),dobi,Lanvin,melwen,Nitrate,ricardodd
522669,5,0,Brown-Ones & Prism (6 Suits),dobi,Lanvin,melwen,Nitrate,ricardodd
522653,5,30,Brown-Ones & Brown (6 Suits),dobi,Lanvin,melwen,Nitrate,ricardodd
522566,4,30,Prism Reversed (6 Suits),dobi,Lanvin,melwen,Nitrate
522152,4,0,Special Mix (6 Suits),dobi,jack67889,Kyle,Wittvector
522143,4,0,Special Mix (6 Suits),dobi,jack67889,Kyle,Wittvector
522131,4,0,Special Mix (6 Suits),dobi,jack67889,Kyle,Wittvector
522125,4,0,Special Mix (6 Suits),dobi,jack67889,Kyle,Wittvector
521921,5,30,Omni & Prism (6 Suits),derekcheah,dobi,kimbifille,Lanvin,Lel0uch
521797,4,0,Cocoa Rainbow (5 Suits),antitelharsic,dobi,HelanaAshryvr,Lanvin
521782,4,23,Cocoa Rainbow (5 Suits),antitelharsic,dobi,HelanaAshryvr,Lanvin
521766,4,0,Cocoa Rainbow (5 Suits),antitelharsic,dobi,HelanaAshryvr,Lanvin
521753,6,0,Muddy Rainbow (5 Suits),antitelharsic,derekcheah,dobi,HelanaAshryvr,Lanvin,melwen
521731,5,30,White & Prism (6 Suits),bjnh,dobi,HelanaAshryvr,Lanvin,melwen
521721,5,0,White & Prism (6 Suits),bjnh,dobi,HelanaAshryvr,Lanvin,melwen
521619,5,30,Dark Pink (6 Suits),bjnh,ChristopheAF,dobi,Lanvin,MangoPie
521591,6,0,Muddy Rainbow (5 Suits),aquarelle,ChristopheAF,dobi,HelanaAshryvr,Lanvin,Nitrate
521406,3,0,Black & Light Pink (5 Suits),dobi,Fey,kevincaseytdk1
521378,4,30,Rainbow & Omni (6 Suits),ChristopheAF,dobi,possum,Wittvector
521357,4,0,Rainbow & Omni (6 Suits),ChristopheAF,dobi,possum,Wittvector
521290,4,0,Rainbow & White (6 Suits),dobi,kinkajusrevenge,pianoblook,rz
521094,4,0,Rainbow & Muddy Rainbow (6 Suits),dobi,newduke,possum,Wittvector
521003,4,20,Brown & Light Pink (4 Suits),derekcheah,dobi,kimbifille,scharkbite
520448,4,28,Black & Brown (6 Suits),DarthGandalf,dobi,Fey,rz
520439,2,27,Rainbow & White (6 Suits),dobi,Fey
520431,2,0,Rainbow & White (6 Suits),dobi,Fey
520430,2,29,Rainbow & White (6 Suits),dobi,Fey
520424,2,29,Rainbow & White (6 Suits),dobi,Fey
520411,3,25,Pink & White (5 Suits),dobi,Lanvin,squirrel1988
520409,3,0,Pink & White (5 Suits),dobi,Lanvin,squirrel1988
520408,4,30,Ambiguous (6 Suits),dobi,HelanaAshryvr,Lanvin,VerySloppyTwo
519935,6,30,Pink & White (6 Suits),antitelharsic,dobi,Lanvin,Lel0uch,melwen,squirrel1988
519915,4,0,Brown-Ones & Brown (6 Suits),bjnh,corys,dobi,Lanvin
519895,4,0,Brown-Ones & Brown (6 Suits),bjnh,corys,dobi,Lanvin
519885,4,0,Brown-Ones & Brown (6 Suits),bjnh,corys,dobi,Lanvin
519872,4,0,Brown-Ones & Brown (6 Suits),bjnh,corys,dobi,Lanvin
519800,4,28,Rainbow & Light Pink (6 Suits),dobi,Lanvin,Syrah,timotree
519274,2,0,White & Dark Pink (6 Suits),dobi,HelanaAshryvr
519271,2,0,White & Dark Pink (6 Suits),dobi,HelanaAshryvr
519264,2,0,White & Dark Pink (6 Suits),dobi,HelanaAshryvr
519260,2,26,White & Dark Pink (6 Suits),dobi,HelanaAshryvr
519251,2,23,White & Dark Pink (6 Suits),dobi,HelanaAshryvr
519238,3,0,Pink & Muddy Rainbow (5 Suits),antitelharsic,dobi,HelanaAshryvr
519211,3,0,Black & Dark Pink (6 Suits),antitelharsic,dobi,HelanaAshryvr
519180,3,0,Black & Dark Pink (6 Suits),aquarelle,dobi,HelanaAshryvr
519154,3,28,Black & Dark Pink (6 Suits),aquarelle,dobi,HelanaAshryvr
518999,2,27,Black & White (6 Suits),dobi,Lanvin
518961,4,18,White-Ones & Prism (4 Suits),ChristopheAF,dobi,Fafrd,Lanvin
518947,4,0,White-Ones & Prism (4 Suits),ChristopheAF,dobi,Fafrd,Lanvin
518942,4,19,White-Ones & Prism (4 Suits),ChristopheAF,dobi,Fafrd,Lanvin
518936,5,30,Brown-Ones (6 Suits),bjnh,ChristopheAF,dobi,FerKeth,HelanaAshryvr
518926,4,0,Brown-Ones (6 Suits),bjnh,dobi,FerKeth,HelanaAshryvr
518917,5,25,Black (5 Suits),bjnh,dobi,HelanaAshryvr,Lanvin,MangoPie
518896,5,0,Black (5 Suits),bjnh,dobi,HelanaAshryvr,Lanvin,MangoPie
518883,4,0,Cocoa Rainbow (5 Suits),bjnh,dobi,Lanvin,robense
518852,3,0,Black & Rainbow (6 Suits),bjnh,dobi,Lanvin
518814,5,0,Black (5 Suits),colton,dobi,FerKeth,HelanaAshryvr,MangoPie
518804,5,24,Black (5 Suits),colton,dobi,FerKeth,HelanaAshryvr,MangoPie
518749,4,23,Dark Pink (5 Suits),dobi,HelanaAshryvr,MangoPie,timotree
518505,3,29,White & Dark Prism (6 Suits),dobi,Fey,micerang
518495,3,0,White & Dark Prism (6 Suits),dobi,Fey,micerang
518486,3,28,White & Dark Prism (6 Suits),dobi,Fey,micerang
518473,3,28,White & Dark Prism (6 Suits),dobi,Fey,micerang
518460,3,0,White & Dark Prism (6 Suits),dobi,Fey,micerang
518459,3,20,Pink & Prism (4 Suits),dobi,Fey,micerang
518452,3,0,Pink & Prism (4 Suits),dobi,Fey,micerang
518442,3,24,Black & Pink (5 Suits),dobi,Fey,Onen
518430,3,22,Black & Pink (5 Suits),dobi,Fey,Onen
518420,3,23,Black & Pink (5 Suits),dobi,Fey,Onen
518412,3,29,Gray Pink (6 Suits),colton,dobi,Onen
518397,3,0,Gray Pink (6 Suits),colton,dobi,Onen
518133,4,0,Black (6 Suits),bob65536,dobi,VBVBVBVB,Wittvector
518106,4,0,Black & Gray Pink (6 Suits),bob65536,dobi,melwen,Wittvector
517834,5,0,Pink-Ones & Pink (5 Suits),ChristopheAF,dobi,HelanaAshryvr,jack67889,melwen
517823,5,23,Pink-Ones & Pink (5 Suits),ChristopheAF,dobi,HelanaAshryvr,jack67889,melwen
517616,4,24,Dark Prism (5 Suits),Animex52,antitelharsic,dobi,squirrel1988
517572,3,0,Brown & Light Pink (6 Suits),dobi,Fey,Lel0uch
516783,5,29,Up or Down (6 Suits),dobi,indego,Lel0uch,melwen,squirrel1988
516769,5,25,Brown & Omni (5 Suits),dobi,indego,Lanvin,Lel0uch,melwen
516551,3,24,Muddy-Rainbow-Ones & Brown (5 Suits),corys,dobi,xor
516494,4,30,Muddy-Rainbow-Fives & Dark Prism (6 Suits),dobi,Lanvin,Lel0uch,melwen
516475,4,0,Muddy-Rainbow-Fives & Dark Prism (6 Suits),dobi,Lanvin,Lel0uch,melwen
516451,4,29,Muddy-Rainbow-Fives & Dark Prism (6 Suits),dobi,Lanvin,Lel0uch,melwen
516417,4,0,Pink & Gray Pink (6 Suits),dobi,Lanvin,Lel0uch,melwen
516198,6,13,3 Suits,bob65536,dobi,kevincaseytdk1,Lanvin,MangoPie,melwen
516190,6,25,White-Ones & Rainbow (5 Suits),aquarelle,bob65536,dobi,kevincaseytdk1,Lanvin,MangoPie
516169,3,24,Black & Omni (5 Suits),dobi,Lanvin,robense
515772,2,0,Brown & Gray (5 Suits),dobi,StKildaFan
515770,2,0,Brown & Gray (5 Suits),dobi,StKildaFan
515768,2,0,Brown & Gray (5 Suits),dobi,StKildaFan
515762,2,0,Brown & Gray (5 Suits),dobi,StKildaFan
515761,2,0,Brown & Gray (5 Suits),dobi,StKildaFan
515757,2,24,Brown & Gray (5 Suits),dobi,StKildaFan
515608,2,0,Rainbow (3 Suits),dobi,rahsosprout
515597,2,0,White & Dark Omni (5 Suits),dobi,Lel0uch
515592,2,0,White & Dark Omni (5 Suits),dobi,Lel0uch
515573,5,24,White & Brown (5 Suits),dobi,Lel0uch,newduke,qqqq,xor
515530,3,20,Dual-Color & Omni (4 Suits),Aluap,dobi,newduke
515509,3,0,Pink & Gray Pink (6 Suits),dobi,Lel0uch,melwen
515494,3,0,Gray & Gray Pink (6 Suits),dobi,Lel0uch,melwen
515377,6,25,White & Brown (5 Suits),dobi,Lanvin,Lel0uch,melwen,newduke,Nitrate
515326,3,0,Prism (6 Suits),ChristopheAF,dobi,nkkarpov
513939,2,30,Prism Reversed (6 Suits),dobi,Kyle
513932,2,0,Prism Reversed (6 Suits),dobi,Kyle
513928,2,0,Prism Reversed (6 Suits),dobi,Kyle
513926,2,0,Prism Reversed (6 Suits),dobi,Kyle
513917,2,0,Prism Reversed (6 Suits),dobi,Kyle
513773,3,23,Up or Down & Prism (5 Suits),dobi,newduke,xor
512954,5,0,Dark Pink (6 Suits),Amy2,bjnh,dobi,MarcLovesDogs,wump
512942,5,28,Dark Pink (6 Suits),Amy2,bjnh,dobi,MarcLovesDogs,wump
512924,3,0,White & Dark Brown (5 Suits),Amy2,dobi,MarcLovesDogs
512902,4,28,Brown & Dark Pink (6 Suits),Amy2,dobi,Lel0uch,melwen
512885,4,0,Brown & Dark Pink (6 Suits),Amy2,dobi,Lel0uch,melwen
512775,4,0,Rainbow & Null (6 Suits),dobi,nkkarpov,scharkbite,timotree
512772,4,0,Rainbow & Null (6 Suits),dobi,nkkarpov,scharkbite,timotree
512760,4,25,Black & Pink (5 Suits),dobi,nkkarpov,scharkbite,timotree
512750,4,0,Black & Pink (5 Suits),dobi,nkkarpov,scharkbite,timotree
512740,4,0,Black & Pink (5 Suits),dobi,nkkarpov,scharkbite,timotree
512729,4,0,Black & Pink (5 Suits),dobi,nkkarpov,scharkbite,timotree
512407,4,30,Pink-Fives & Dark Pink (6 Suits),dobi,griff77,robense,voss
512372,6,23,Black (5 Suits),asaelr,dobi,Lanvin,MangoPie,MarkusKahlsen,melwen
512357,4,0,Black & Pink (5 Suits),dobi,Lanvin,MangoPie,MarkusKahlsen
512347,4,24,Black & Pink (5 Suits),dobi,Lanvin,MangoPie,MarkusKahlsen
512335,4,21,Black & Pink (5 Suits),dobi,Lanvin,MangoPie,MarkusKahlsen
512322,4,24,Up or Down & Pink (5 Suits),dobi,rz,Wittvector,wump
512294,3,23,Up or Down & Pink (5 Suits),dobi,rz,Wittvector
512282,3,0,Up or Down & Pink (5 Suits),dobi,rz,Wittvector
512056,4,0,Up or Down & Null (5 Suits),dobi,indego,newduke,sin_faith
512050,4,0,Up or Down & Null (5 Suits),dobi,indego,newduke,sin_faith
512036,4,18,Up or Down & Null (5 Suits),dobi,indego,newduke,sin_faith
512003,4,0,Up or Down & Null (5 Suits),dobi,indego,newduke,sin_faith
511979,4,0,Up or Down & Null (5 Suits),dobi,indego,newduke,sin_faith
511938,3,30,Black & Light Pink (6 Suits),dobi,newduke,sin_faith
511801,3,28,Gray Pink (6 Suits),dobi,Pablo-,timotree
511783,3,0,Gray Pink (6 Suits),dobi,Pablo-,timotree
511768,3,29,Gray Pink (6 Suits),dobi,Pablo-,timotree
511754,3,0,Gray Pink (6 Suits),dobi,Pablo-,timotree
511739,3,28,Gray Pink (6 Suits),dobi,Pablo-,timotree
511708,6,25,No Variant,dobi,HelanaAshryvr,Lanvin,MangoPie,melwen,Pablo-
511691,6,0,No Variant,dobi,HelanaAshryvr,Lanvin,MangoPie,melwen,Pablo-
511678,6,0,Black (5 Suits),dobi,HelanaAshryvr,Lanvin,MangoPie,melwen,Pablo-
511394,4,0,White-Ones & Pink (3 Suits),ChristopheAF,dobi,Kernel,Lanvin
511383,4,14,White-Ones & Pink (3 Suits),ChristopheAF,dobi,Kernel,Lanvin
511371,3,0,Dark Prism Reversed (5 Suits),dobi,Lanvin,wump
511368,3,0,Dark Prism Reversed (5 Suits),dobi,Lanvin,wump
511333,4,30,Rainbow & Cocoa Rainbow (6 Suits),ChristopheAF,desymo99,dobi,rz
511321,4,0,Rainbow & Cocoa Rainbow (6 Suits),ChristopheAF,desymo99,dobi,rz
511315,4,0,Rainbow & Cocoa Rainbow (6 Suits),ChristopheAF,desymo99,dobi,rz
511305,4,0,Rainbow & Cocoa Rainbow (6 Suits),ChristopheAF,desymo99,dobi,rz
511137,5,25,Rainbow & White (5 Suits),corys,derekcheah,dobi,Lel0uch,xor
511121,4,30,Rainbow Reversed (6 Suits),derekcheah,dobi,Fey,micerang
